,sentiment,vi_review
1639,positive,tuyệt vời a nghị lực
1640,positive,dung nhu cau tan ko phe . cam on ban da giup bao nguoi them nghi luc song .
1641,positive,chuc co suc khỏe va đuoc nguyện vọng mơ ước ❤ 👍
1642,positive,"ý chí ko đánh ngã , khâm phục 🥰 🥰"
1643,positive,1 gương thế giới loài người học tập .
1644,positive,tồi đi
1645,positive,cố chang trai 🥰 🥰
1646,positive,tuyệt vời chàng trai <someone>
1647,positive,tuyệt vời . cố gắng
1648,positive,💓 💓 💓 💓
1649,positive,chúc sức khỏe
1650,positive,tuyệt con người <someone> .
1651,positive,tuyệt
1652,positive,chúc may mắn đời vui khỏe
1653,positive,tuyệt vời 🤩 khâm phục ngưỡng mộ ý chí 🥰
1654,positive,khâm phục quắ 🥰 🥰 🥰 🥰
1655,positive,cố gắng 💪
1656,positive,tuyệt vời 🥰 🥰
1657,positive,nhạc mn e mún tải nhạc chuông
1658,positive,tuyệt vời 🥰
1659,positive,cố ☹ ️ ☹ ️ ☹ ️
1660,positive,🥰 🥰 🥰 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛 💛
1661,positive,❤ ❤ ❤ ❤
1662,positive,"a cố , chúc a sức khỏe"
1663,positive,liên tục tiến ...
1664,positive,nam mô a di đà phật
1665,positive,ok . duyệt
1666,positive,""" lén nhặt đời "" lắm nha"
1667,positive,"4 , <someone> ❤ ️"
1668,positive,", chữa lành , highly rcm ng mua"
1669,positive,đi cười lén nhặt đời lắm . 2 kia đọc
1670,positive,"“ yêu đừng mãi mãi , tội , tội ta . chẳng ngày mai mặt trời thức dậy lòng vẹn nguyên"
1671,positive,nằm im ạ 🥰
1672,positive,sách in đẹp . mih sợ giấy in lậu xấu lắm
1673,positive,4 free ship ko
1674,positive,shop . m conbo4 quyển sách
1675,positive,mua
1676,positive,sách ý nghĩa trẻ . .
1677,positive,kiểu gi
1678,positive,hàng ta 🥺
1679,positive,4
1680,positive,"vũ <someone> xong , đọc k t đọc xong mượn"
1681,positive,cuộc đời lắm bất công
1682,positive,44 cân đổi ni nì
1683,positive,""" đi cười "" t đọc rớt nước mắt"
1684,positive,vui đọc chữa lành đi 🫶
1685,positive,tốt lành 🥰 🥰 🥰 🥰 🥰
1686,positive,ạ lòng đừng hứa mãi mãi 🥰 🥰 🥰
1687,positive,sop
1688,positive,video
1689,positive,mua sách
1690,positive,nguyễn gia bảo4067 mua a ko . a mấy quyển
1691,positive,combo chữa lành
1692,positive,đời ko ah
1693,positive,đọc tâm hồn
1694,positive,"sách , quyển 🥰"
1695,positive,sách lắm mua tn đấy
1696,positive,hayy quá_v . tzu_05
1697,positive,chữa lành
1698,positive,đọc sách chữa lành ☺ ️
1699,positive,mua
1700,positive,sách mạng đọc đc k a.hay mua
1701,positive,4 quyển
1702,positive,đêy cúa xiền e zô mua 🥲
1703,positive,sách bàn quyền sách in . mua ủng hộ tác giả
1704,positive,chữa lành nè
1705,positive,sách ý nghĩa
1706,positive,mua . tăngj 1 quyển
1707,positive,sợ sách photo 🥺
1708,positive,combo bn z p
1709,positive,đọc 4 làm văn đc khen 🥰
1710,positive,jemas hiền nghe đọc ghê
1711,positive,4
1712,positive,"sách ý nghĩa , <someone>"
1713,positive,da quỳ sách nè
1714,positive,mua tn
1715,positive,sách ý nghĩa
1716,positive,combo sách chữa lành 🥰
1717,positive,k tiktok dc shop shopee k
1718,positive,bn tiền
1719,positive,ah
1720,positive,lắm shop
1721,positive,mua mua
1722,positive,mấy nè 🥰 🥰
1723,positive,cố xiền muaaà
1724,positive,"tuyệt , động lực vững"
1725,positive,sách ak
1726,positive,giá shop combo 4
1727,positive,sách
1728,positive,giá 4
1729,positive,4 quyển sách
1730,positive,sách
1731,positive,nhnhyy
1732,positive,mua combo đọc 🥰
1733,positive,.
1734,positive,mua
1735,positive,ý nghĩa
1736,positive,e mua thi bang
1737,positive,sách
1738,positive,❤ ️ ❤ ️ ❤ ️
1739,positive,sách
1740,positive,chữa lành ...
1741,positive,sách
1742,positive,๖ ۣ ۜ nguyễη đăηg khοα ✦ lưu
1743,positive,đi cười lắm
1744,positive,mún mua
1745,positive,mua đấy bn
1746,positive,bán lẻ k
1747,positive,mua
1748,positive,sách nè
1749,positive,quyển
1750,positive,4 quyển sách ý nghĩa
1751,positive,giá
1752,positive,chữa lành
1753,positive,4 🥰
1754,positive,giá
1755,positive,sách ý nghĩa nè
1756,positive,sách lắm
1757,positive,mua
1758,positive,toàn sách 🥰
1759,positive,muộn phiền thả trôi
1760,positive,trc đọc sách tự nhiên dọc sách muộn phiên suy nghĩ lo âu 🥺
1761,positive,"đọc rơi nước mắt 🥺 , lòng đag nặg nè , lo lắng k nguôi 🥺"
1762,positive,"đi giông bão tâm ta tĩnh lặng . hạnh phúc trân trọng , yêu thương chân thật"
1763,positive,mệt mỏi 😞 😞
1764,positive,sách
1765,positive,hát . k hát .
1766,positive,mệt mỏi vô cùng
1767,positive,sách nhá đọc mua 2 🥰
1768,positive,cố 🥰
1769,positive,thả trôi muộn phiền
1770,positive,sách dày trang
1771,positive,quyển
1772,positive,....
1773,positive,"tâm ý trang 134 ... "" nhân sinh . """
1774,positive,e mua
1775,positive,đọc nhẹ hẳn
1776,positive,buông nhẹ nhàng ❤ ️
1777,positive,sách mấy tập
1778,positive,sách 🥰 🥰
1779,positive,tiếc ko lưu video dc
1780,positive,shoppe ko . phí ship
1781,positive,sách lắm
1782,positive,"sách , đọc ."
1783,positive,♥ ️ ♥ ️ ♥ ️
1784,positive,trang mii
1785,positive,nam mô a di đà phật 🙏 🙏
1786,positive,sách đọc xong xúc động . sợ khóc 🥺
1787,positive,"tập sống nhẹ , sống đơn giản 🥰"
1788,positive,"sách suy nghĩ , phiền não nha ❤ ️"
1789,positive,"nam mô bốn sư ca mâu ni phật , nam mô a di đà phật"
1790,positive,"buôn . thu nhặt , kiến thức tích cực . cuoc sống <someone> , vô âu , vô lo ☺ ️ ☺ ️"
1791,positive,11 yêu kịp ngỏ nào ngờ qua đời 🙃 🙃 🙃
1792,positive,bồ công bay gió cười ... rượt 😆 😆 😜
1793,positive,soái ca ngôn tình cj 1 mik
1794,positive,mik 1 câu thả thính nè chiều tà nắng dịu cúc trắng say nắng chiều
1795,positive,1 câu nè cười bia đá
1796,positive,một mặt hai . một lòng yêu . một lòng yêu e 😂
1797,positive,11 . 24 h canchỉ 1 h tự do 😏
1798,positive,moon 🫰 12 hai ta ko j ❤
1799,positive,áp dụng y trang bảo tiktok 😂
1800,positive,cười dỗi
1801,positive,gọi nàng họa sĩ tồi vẽ cầu vòng nắng vẽ hạnh phúc 😁 😁
1802,positive,♡ iu thế giới 😊
1803,positive,😅
1804,positive,"mãi ngắm e quên trời tối , e cười làm bối rối tim"
1805,positive,13 ta thương mik viết thư tình tình đơn phương
1806,positive,"thả thính mấy , tiền"
1807,positive,soái ca ngôn tình một mình
1808,positive,thả thính kiểu t cười chắc ngoác mồm
1809,positive,500 nghìn củ đời
1810,positive,"yêu . trăm nối đi , nối . lối đẹp 😂"
1811,positive,500 k e củ cj e đôi
1812,positive,"trời ko xanh , mây ko trắng , ko say nắng , say"
1813,positive,soái ca ngôn tình
1814,positive,chẳng đi dạo chiều 😆
1815,positive,minh người yêu crush ời sao ko dạ chỉ dạ người lớn bn nhanh trí ebe k
1816,positive,đỉnh nha 👍
1817,positive,rượu . nói chuyện shay 🤭 🤭
1818,positive,11 . 1 23 đắm chìm tình yêu 😆 😆
1819,positive,lo chả thả thính 😂 😂 😂
1820,positive,thơ tuyệt vời
1821,positive,thả thính ko mua xe mua điện thoại đẹp .. đi 🤣 🤣
1822,positive,thả thính
1823,positive,"mượn xe đổ bình , mượn tim đổ tình giúp a 🥰"
1824,positive,"mik câu thả thính nè bồ công bay cười gió , nắng e cười ah 🥰"
1825,positive,bồ công bay gió cj cười 😘
1826,positive,biet duoc ngta yeu biet tỏ tình bt duoc mìn dag yeu 😝 😝 😝
1827,positive,o tiền vứt
1828,positive,500 nghìn ah 1 củ ah dủ đôi 😊
1829,positive,1 miễn là 😅 😅
1830,positive,soái ngôn tình cj e thội
1831,positive,xưa
1832,positive,vs anh em la ngoai le vs la ngoai lè 👍
1833,positive,bồ công bay gió . cười a . 🥰 🥰 🥰 😅 😅
1834,positive,mong ad video rửa thính
1835,positive,j e cg nắm đc trái tim e ko nắm đc 😊 😊 😊
1836,positive,nghiện thuốc nhơ yếu nghiện nàng yêu
1837,positive,mot ngan loi noi khong bang mot lan khoi cua xipo
1838,positive,"câu 6 : trời xanh , mây trắng , nắng vàng a ko say nắng nhx say e"
1839,positive,cục học ik tán cr
1840,positive,vuztraan tặng bn nha bae
1841,positive,đẹp 😂
1842,positive,"gập duyên , mượn 50 k nợ 🥰 😂"
1843,positive,ta thích nhạc a đời e
1844,positive,", ghi 😄"
1845,positive,mẹ e rượu ko sao a say e
1846,positive,ăn mì mì hai tôm 🤭
1847,positive,sến
1848,positive,thơ nha
1849,positive,nha 💞 💞 💞
1850,positive,tiền cis tình
1851,positive,"11 nắng gió trời , yêu e đời a 😁"
1852,positive,cuộc đời hằng ngàn cám dỗ
1853,positive,thính 😂 😂 hảo hán thiệt á
1854,positive,"trời k xanh , mây k nắng k say nắng say e 😆"
1855,positive,gọi london ruby
1856,positive,💞 phượng 💞 🧸 ik 😅 😁
1857,positive,"11 .. nắng mưa trời .. hai duyên phận , , hạnh phúc nắm bắt"
1858,positive,lam ban oi
1859,positive,nhức nách 🥰
1860,positive,cốc trà đào . tiện lối tim 😂
1861,positive,"tan đối chia kề , tan chảy kề ."
1862,positive,lina_ 🍀 🇻 🇳 ❤ ️ đc nè 🤭 🤭
1863,positive,nhạc hơi buồn
1864,positive,<someone> soái ca ngôn tình ta chẳng ng ta thương 😊 😊 😊
1865,positive,câu
1866,positive,nha
1867,positive,bồ công ảnh bay gió cười
1868,positive,ok đấy
1869,positive,huonggiang . chx 🥰 🥰
1870,positive,lắm
1871,positive,thơ
1872,positive,😂
1873,positive,lắm
1874,positive,tuyệt
1875,positive,chuẩn 🥰
1876,positive,đỉnh
1877,positive,quan la co nhieu money ko roi noi .
1878,positive,ui
1879,positive,... 👍 👍 👍
1880,positive,kiệt lee 😳 😳
1881,positive,soái ca ngôn tình . ah thoii
1882,positive,mik áp dụng bảo ak mê toptop 😂 😂
1883,positive,xa xôi . . 🥰 🥰
1884,positive,"âm thanh ap . p ,"
1885,positive,hà nguyễn học đi e 🤭 ❤ ️
1886,positive,áp dụng vk bảo lắm lắm
1887,positive,đấy 🌹 🌹 🌹 🌹 ❤ ❤ ❤ ❤
1888,positive,tuyệt vời 👍 👍 👍 👍 🥰 🥰 🥰 🥰 🥰
1889,positive,a said : mặt phố bố to 🙃
1890,positive,buồn . lg co ny thả thính
1891,positive,thả thính …
1892,positive,thả thính ghê
1893,positive,h thả thính =
1894,positive,viết
1895,positive,câu trăm tròn củ đôi
1896,positive,tui câu
1897,positive,mấy câu cx quen
1898,positive,cuộc đời hàng ngàn cám dỗ bến đỗ .
1899,positive,ko thả thính t nha
1900,positive,bình thường
1901,positive,câu 9 dễ thương ghê mấy câu kia lâu òi 😊 😇 🥰 🤗
1902,positive,11 . bàn thờ hương đèn đầy đủ thờ 🤣 🤣
1903,positive,ngôn tình ngôn lù 🤣 🤣 🤣
1904,positive,cay thi phai co la . ma thi phai co ba . ca thi phai co nuoc . the thi e uoc tron doi ben a ❤ ️ ❤ ️
1905,positive,nhỡ bảo ah văn vở
1906,positive,minh già nè
1907,positive,soái ca ngôn tình . 😊
1908,positive,c9 nghe ngôn tình hà
1909,positive,12 . bầu trời màu xanh màu trắng . a nắng tim . 😂 😂 😂
1910,positive,ha ha thơ thẩn ngộ thế ko a qhoi hợp chúc ko
1911,positive,phước nguyễn thiếu 😞
1912,positive,nonam1997 💕 ngó lệ
1913,positive,giàu 🤣 🤣
1914,positive,hôm đi thực hành bảo câu người yêu rồ 😞 😞 😞 😞 😞
1915,positive,5
1916,positive,bồ công bay gió cười
1917,positive,cuộc đời hàng ngàn cám dỗ bến đỗ
1918,positive,ko nx
1919,positive,ebe ovethinking 1 giải thích đc ko 😭 😭 😭
1920,positive,buồn ghê mấy câu mấy câu t thính tình đầu cx 4 r 😢
1921,positive,soái ca ngôn tình ❤ ️
1922,positive,bồ công bay gió cười bé dà đá 😂
1923,positive,tao mày ế tao
1924,positive,1 🥰 phước792006
1925,positive,ùi tui nhá 🤣 🤣 🤣 🤣 🤣
1926,positive,ước minh . 1 câu . cưới liền
1927,positive,tóc đen tim đỏ ghé mik ny ..
1928,positive,thía 😅
1929,positive,👍
1930,positive,a 8 bìa
1931,positive,câu 6 vẽ hữu dụng e ngoài trời mưa 😂
1932,positive,oanhoanh 🥰
1933,positive,e cơm
1934,positive,thả thính mấy 😂
1935,positive,11 yêu kịp ngỏ nào ngờ qua đời
1936,positive,lỡ chạy lm
1937,positive,antran27012 gạo nè
1938,positive,a giàu 😂
1939,positive,cuộc đời hàng ngàn cám dỗ
1940,positive,chiều mưa cơm 😅
1941,positive,bồ công bay gió cười phương
1942,positive,ngắm mây ngắm bầu trời .
1943,positive,soái ca ngôn tình
1944,positive,"mây đen ôm bầu trời , a đây nguyện đời ôm e 🤭 🤭"
1945,positive,mạng
1946,positive,tao trái tim lạnh
1947,positive,"trời xanh , mây trắng ánh say nắng , say vợ ❤ ️ 😘"
1948,positive,""" bồ công ảnh bay gió , vợ cười ❤ ️"
1949,positive,hây
1950,positive,chỉnh sửa nhạc
1951,positive,e 1 mik e chia 1 miến ko jkthaor12341 🤣
1952,positive,nha 🥰 🥰
1953,positive,rụng tim 🤔 😂
1954,positive,mai thử 😂
1955,positive,dk k 😂
1956,positive,quad
1957,positive,lắm 🥰 🥰 🥰 🥰 🥰
1958,positive,câu xẩy 😊
1959,positive,áp dụng đấy 😬 😬 t 3 câu 6.7.8 😁 😁
1960,positive,lắm nha phennn 🥰 🥰
1961,positive,ý nghĩa
1962,positive,🥰
1963,positive,😁 😁 😁 xua roi
1964,positive,meiii 🥑 phinne 🥑 kkk
1965,positive,dansadboy 🥀
1966,positive,🥰 😂 kk 😂 😂
1967,positive,tiền
1968,positive,a tiền câu ngôn tình
1969,positive,nyei 💤 chx
1970,positive,quỳnh sali … 🤔 ước j mik đc thả thính 😅 😅 😂 😂
1971,positive,trời đất mây đẹp vũ trụ dải <someone>
1972,positive,d_u_n_g ♡ zui nhở
1973,positive,bu_bl xì xì học đi thả's thính's thắng vs khánh :))
1974,positive,ngắm mây ngắm bầu chời ngắm thoi
1975,positive,"nắng hoàng hôn tô màu đỏ , yêu đc"
1976,positive,baotran2107t thử ik
1977,positive,thiên hạ trầm trồ ko thử ảnh
1978,positive,m câu tết mặt màu đỏ phát tài phát lộc màu đỏ chính tỏ yêu a ☺ ️
1979,positive,thính tuấn
1980,positive,chip . daxanh bồ công bay gió cười ý tuyền thân 😔 😔
1981,positive,"non phong cảnh hữu tình , tình đơn phương 😊 💔"
1982,positive,ngvangiang6c
1983,positive,cầu mik cận
1984,positive,bồ công bay gió cười
1985,positive,"đứng xinh , sánh trưng 🥰 🥰 🥰 😂 😂"
1986,positive,"váy c hòa đẹp , e in4 😂"
1987,positive,phúc kiểm tra tóc hòa tóc ko
1988,positive,đứng cánh màn kéo tóc cơ hahaaa 🤣 🤣 🤣
1989,positive,"đầm hòa xinh , mua 🥰"
1990,positive,váy hòa mặc xinh
1991,positive,khoảnh khắc erik rớt tóc giả z :)))
1992,positive,nora ngta nhảy
1993,positive,ui tết í trời 🫂 🫶 🏻 💓 ❤ ️ ‍ 🔥
1994,positive,nhảy vui 😍 😍 😍
1995,positive,a tun 𝓢𝓶𝓲𝓵𝓮 🌻 hôm k ce
1996,positive,quỳnh quỳnh hnao ce nhảy ntn
1997,positive,oi đẹp qua ty oi ❤ ️ ❤ ️ ❤ ️ ❤ ️
1998,positive,"2 đứng 2 , hòa đứng tui điềm . bả thánh nhây k từ bỏ danh hiệu . công nhận hòa trẻ đẹp thiệt"
1999,positive,𝙉𝙜𝙤𝙘 𝙔𝙚𝙣 ê nào tui nhảy đi vui ă
2000,positive,quậy 💋 💋
2001,positive,phamthuan1207 . ngan194 tết đi quí dị
2002,positive,thương 👍 👍 👍
2003,positive,đỏ tươi
2004,positive,max vitamin c ... :)))
2005,positive,quỳnh xuân kìa 😁 mấy c e rủ lm 😂
2006,positive,🥰 cưng sĩu ❤ ️
2007,positive,20_10 _06_qynh mai random dance nì
2008,positive,ghann nhảy kiểu ni nè
2009,positive,mến đức phúc
2010,positive,đứng 😅
2011,positive,kiều hnao rủ lợi đê
2012,positive,😂 😂 3 e nhí nhố 🥰 🥰
2013,positive,bả đi đôi gót nhảy cháy trời lun 🤣
2014,positive,🍃 lee 🍀 k
2015,positive,mạc thị thúy xoan magnetic <someone> phamthu đii
2016,positive,yutami nhảy t đi
2017,positive,tế nhạc tết nghe đâu đâu đau đầu ko
2018,positive,cưng xĩu
2019,positive,đức phúc duyên dáng
2020,positive,quỳnh hêh tết nhảy đi elm
2021,positive,trang đỗ nguyễn hải yến hai c học nè
2022,positive,e ank erik ank đức phúc
2023,positive,đẹp
2024,positive,3 dễ thương
2025,positive,nhi nhi để dành 😂
2026,positive,xuân ko vui mưa
2027,positive,hùng đặng đình rủ thái đặng 3 ae tiết mục văn nghệ tết ông bà :))
2028,positive,vui vẻ nha
2029,positive,đu tren nl mai xuân
2030,positive,váy hòa mặc xinh lắm
2031,positive,đỗ <someone> rinrin hóng 3 xanh lá 🥺
2032,positive,bminh mai đú tui iii
2033,positive,hqua a
2034,positive,"tui mê 3 chụy ghê á , ,"
2035,positive,tết tiếp 🤣 😂
2036,positive,<someone> nt_mai268 học
2037,positive,hòa kìa :)))
2038,positive,chói lóa 🥰 🥰 🥰
2039,positive,🖤 m4 nhảy
2040,positive,3 đẹp chuẩn
2041,positive,đội hình cs siêu cute
2042,positive,năm ngoái múa điệu múa
2043,positive,chuẩn căng đét 😂
2044,positive,tim
2045,positive,cúc tiên trần mai nhảy dị ne
2046,positive,anh chị giỏi 👍 👌
2047,positive,dô tri ghê 😂 😂 😅
